Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2010,MI,Michigan,Physical Activity,Pedestrians/Walking,Community,Complete Streets Policy,Enacted,H6151,1,1/1/2010 0:00,
2011,CA,California,Physical Activity,Public Safety,Community,Redevelopment Agency of Watsonville: Hanabe-Ow Site,Dead,A1170,3,,
2011,HI,Hawaii,Nutrition,Appropriations,Community,Cacao Industry,Dead,H1598,3,,
2011,FL,Florida,Nutrition,Medical Care,Restaurant/Retail,Enterprise Zone Act,Dead,S1296,3,,
2005,IL,Illinois,Obesity,Front of Package Labeling,Community,Physical Fitness Services Contract Cancellation,Enacted,H2525,1,1/1/2005 0:00,
2010,CA,California,Obesity,Disparities/Equity,Early Care and Education,Budget Act of 2010,Enacted,S870,1,1/1/2010 0:00,
2011,TX,Texas,Obesity,Body Mass Index (BMI),Community,Rowlett Waterfront Entertainment Management District,Dead,S235,3,,
2003,FL,Florida,Obesity,Appropriations,Community,Regards the Big Bend Historic Paddling Trail,Enacted,S634,1,1/1/2003 0:00,
2011,OK,Oklahoma,Physical Activity,Liability and Indemnity,Community,Public Health And Safety,Dead,H1579,3,,
2009,NY,New York,Obesity,Menu Labeling,Community,New York Main Street Program,Dead,S6017,3,,
2011,HI,Hawaii,Obesity,Appropriations,Community,Open markets,Enacted,HCR165,1,1/1/2011 0:00,
2010,MS,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Farmers Markets,Dead,S3116,3,,
2013,VT,Vermont,Physical Activity,Pedestrians/Walking,Community,Neighborhood Planning and Development,Enacted,HB377,1,6/3/2013 0:00,7/1/2013 0:00
2012,NY,New York,Physical Activity,Appropriations,School/After School,An Act Creating a Pilot Program,Dead,SB135,3,,
2010,IL,Illinois,Obesity,Appropriations,Community,Food Stamp Benefits,Dead,H6137,3,,
2010,HI,Hawaii,Physical Activity,Bicycling,Community,Hybrid Bicycles,Dead,S2802,3,,
2010,DC,District of Columbia,Nutrition,Fruits and Vegetables,Restaurant/Retail,Supermarket Tax Abatement,Enacted,R1050,1,1/1/2010 0:00,
2005,AR,Arkansas,Obesity,Appropriations,Community,Department of Finance and Administration,Enacted,H1675,1,1/1/2005 0:00,
2001,ME,Maine,Nutrition,Access to Healthy Foods,School/After School,School Food Service Programs,Enacted,SB376,1,1/1/2001 0:00,
2011,HI,Hawaii,Nutrition,Food Security,School/After School,Aspartame,Dead,H999,3,,
2010,HI,Hawaii,Physical Activity,Task Forces/Councils,Community,Healthy Lifestyle Education,Dead,HCR120,3,,
2010,UT,Utah,Nutrition,Incentives,School/After School,Vending Machine Contents and Schools,Dead,S276,3,,
2015,NY,New York,Physical Activity,Physical Education Requirements,School/After School,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,SB1668,0,,
2015,MA,Massachusetts,Obesity,Appropriations,Community,An Act to Reduce Childhood Obesity,Introduced,HB2575,0,,
2011,WA,Washington,Physical Activity,Pedestrians/Walking,Community,Bicyclist and Motorist Mutual Responsibilities,Dead,S5193,3,,
2011,MD,Maryland,Nutrition,Trans Fats,Community,Subtraction Modification,Dead,H229,3,,
2007,WY,Wyoming,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycles Using Roadways,Enacted,S5,1,1/1/2007 0:00,
2011,MO,Missouri,Nutrition,Appropriations,Restaurant/Retail,Farm to Table Advisory Board,Dead,H830,3,,
2009,IL,Illinois,Nutrition,Nutrition Standards,Community,Community Care Program,Enacted,R13618,1,1/1/2009 0:00,
2008,NJ,New Jersey,Physical Activity,School Siting,Community,State Budget FY 2009 and 2010,Enacted,A4100,1,1/1/2008 0:00,
2011,TX,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Specific Management District Creation and Tax,Enacted,H427,1,1/1/2011 0:00,
2011,MO,Missouri,Nutrition,Appropriations,School/After School,Farm to Table Advisory Board,Dead,S162,3,,
2011,MS,Mississippi,Physical Activity,Physical Activity Requirements,School/After School,Body Mass Index,Dead,H956,3,,
2011,CT,Connecticut,Obesity,Appropriations,Community,Brownfield Remediation and Development,Enacted,H6526,1,1/1/2011 0:00,
2010,HI,Hawaii,Nutrition,Agriculture and Farming,School/After School,Department of Education,Dead,HCR290,3,,
2009,AR,Arkansas,Obesity,Appropriations,Community,Division of Aging,Enacted,S717,1,1/1/2009 0:00,
2011,MA,Massachusetts,Obesity,Menu Labeling,Community,Smart Growth Zoning and Housing Production,Dead,H1265,3,,
2006,CT,Connecticut,Nutrition,Farm Direct Foods,School/After School,An Act Implementing the Provisions of the Budget <br>,Enacted,H5847,1,1/1/2006 0:00,
2005,TN,Tennessee,Physical Activity,Access to Recreational Opportunities,Medical and/or Hospital,Consumer Protection,Enacted,S818,1,1/1/2005 0:00,
2011,ME,Maine,Obesity,Appropriations,School/After School,Food and Beverage Standards,Dead,LR244,3,,
2011,MN,Minnesota,Obesity,Appropriations,Community,Local Tax Provisions,Dead,H608,3,,
2011,VA,Virginia,Physical Activity,Built Environment and Street-Scale Design,School/After School,School Zones Designation,Dead,S768,3,,
2005,ME,Maine,Nutrition,Food Security,School/After School,School Nutrition Education,Enacted,S263,1,1/1/2005 0:00,
2011,LA,Louisiana,Nutrition,School Nutrition,Community,Lafayette Parish Membership,Dead,H531,3,,
2010,MD,Maryland,Nutrition,Medical Care,Community,Blue Ribbon Commission on Transportation Funding,Enacted,S229,1,1/1/2010 0:00,
2011,MO,Missouri,Nutrition,Task Forces/Councils,Community,Livestock Brands Publishing,Dead,S337,3,,
2011,HI,Hawaii,Physical Activity,Public Transportation,Community,Hybrid Bicycles,Dead,H358,3,,
2011,FL,Florida,Obesity,Incentives,Restaurant/Retail,Streamlined Sales and Use Tax Agreement,Dead,S1548,3,,
2011,HI,Hawaii,Nutrition,Access to Healthy Foods,Community,Appropriation for the Women and Infant Children Farmers,Dead,H731,3,,
2011,HI,Hawaii,Physical Activity,Physical Activity Requirements,School/After School,Taxation,Dead,H1216,3,,
2010,HI,Hawaii,Obesity,Food Restrictions,Community,State Nutrition,Dead,HR236,3,,
2005,MO,Missouri,Nutrition,Liability and Indemnity,Community,Agency Appropriations,Enacted,H5,1,1/1/2005 0:00,
2010,HI,Hawaii,Obesity,Appropriations,School/After School,Department of Education,Dead,H2794,3,,
2009,WV,West Virginia,Nutrition,Medical Care,Community,Promise Scholarship,Enacted,S373,1,1/1/2009 0:00,
2015,MI,Michigan,Nutrition,Breastfeeding,Community,A resolution to declare August 2015 as Breast Feeding Awareness Month in the state of Michigan,Enacted,HR123,1,8/19/2015 0:00,8/19/2015 0:00
2009,HI,Hawaii,Nutrition,Appropriations,Restaurant/Retail,Agriculture,Dead,H2410,3,,
2002,LA,Louisiana,Nutrition,Access to Healthy Foods,Community,An Act Making Appropriations <br>,Enacted,H1,1,1/1/2002 0:00,
2010,PA,Pennsylvania,Nutrition,Food Assistance Programs,Medical and/or Hospital,Uninsurable Individuals Health Insurance Plan,Dead,H2514,3,,
2011,DE,Delaware,Obesity,Appropriations,Community,Bicycles,Dead,S120,3,,
2011,NJ,New Jersey,Physical Activity,"Parks, Recreation and Trails",Community,Sale and Lease of Unneeded Public Property,Enacted,A2859,1,1/1/2011 0:00,
2012,RI,Rhode Island,Nutrition,Incentives,Community,Tax on Sugar Sweetened Beverages<br>,Dead,S2798,3,1/1/2012 0:00,
2014,RI,Rhode Island,Obesity,Food Restrictions,School/After School,Rules and Regulations for School Health Programs,Enacted,5542,1,7/24/2014 0:00,8/12/2014 0:00
2009,IL,Illinois,Obesity,Menu Labeling,Restaurant/Retail,Nutritional Menu Labeling in Chain Restaurants,Dead,HR262,3,,
2004,CA,California,Nutrition,Initiatives and Programs,Community,Assembly  Concurrent  Resolution,Enacted,ACR224,1,1/1/2004 0:00,
2011,CA,California,Obesity,Appropriations,School/After School,Schools and Local Public Safety Protection Act of 2011,Dead,ACA2a,3,,
2011,NC,North Carolina,Physical Activity,Physical Education Requirements,School/After School,Childhood Obesity Legislative Task Force,Dead,S242,3,,
2009,MA,Massachusetts,Physical Activity,Public Transportation,Community,Transportation System Reform,Dead,S13,3,,
2011,WA,Washington,Nutrition,Food Assistance Programs,Community,Designation of the Medicaid Single State Agency,Enacted,H1738,1,1/1/2011 0:00,
2009,IL,Illinois,Nutrition,Agriculture and Farming,Community,Fiscal Year 2010 Budget,Dead,H4581,3,,
2006,PA,Pennsylvania,Nutrition,Agriculture and Farming,Community,Senate Resolution<br>,Enacted,SR325,1,1/1/2006 0:00,
2010,WA,Washington,Obesity,Body Mass Index (BMI),Community,Cost of Ferry System,Enacted,H3209,1,1/1/2010 0:00,
2011,RI,Rhode Island,Nutrition,Appropriations,School/After School,Sales and Use Taxes for Vending Machines,Dead,S59,3,,
2009,MI,Michigan,Nutrition,Farm Direct Foods,Community,Farmers Markets,Enacted,S935,1,1/1/2009 0:00,
2004,CA,California,Physical Activity,Initiatives and Programs,Community,Assembly Concurrent Resolution,Enacted,ACR214,1,1/1/2004 0:00,
2010,NM,New Mexico,Physical Activity,Built Environment and Street-Scale Design,Community,Bicycle Riding Encouragement,Enacted,SM39,1,1/1/2010 0:00,
2009,AL,Alabama,Nutrition,Incentives,School/After School,Childhood Obesity,Dead,H892,3,,
2011,TX,Texas,Nutrition,Medical Care,Community,Transportation Commission,Dead,S513,3,,
2009,MI,Michigan,Nutrition,School Nutrition,School/After School,School Nutrition,Dead,S232,3,,
2011,MS,Mississippi,Nutrition,Agriculture and Farming,Restaurant/Retail,Organic Certification Program,Enacted,S2450,1,1/1/2011 0:00,
2010,PA,Pennsylvania,Nutrition,Agriculture and Farming,Community,Farmers Market Construction Exemptions,Dead,H2419,3,,
2010,MD,Maryland,Nutrition,Farmers Markets,Community,Program Open Space,Dead,H220,3,,
2009,DC,District of Columbia,Obesity,Appropriations,Community,View 14 Economic Development Act,Dead,B48,3,,
2010,MO,Missouri,Nutrition,Media Campaigns,Community,City of Arnold,Dead,H1866,3,,
2011,WV,West Virginia,Physical Activity,Public Transportation,Community,"Development of State Roads, Railways, and Waterways",Dead,H2316,3,,
2011,MO,Missouri,Obesity,Appropriations,Restaurant/Retail,Specified Farm Products Tax and Use Exemption,Dead,H789,3,,
2011,MO,Missouri,Nutrition,Farm Direct Foods,School/After School,An Act Relating to Farming,Enacted,H344,1,1/1/2011 0:00,
2010,FL,Florida,Physical Activity,Bicycling,Community,Metropolitan Planning Organizations,Dead,S2324,3,,
2011,HI,Hawaii,Nutrition,Food Assistance Programs,Community,Medicaid,Dead,H569,3,,
2009,ME,Maine,Nutrition,Appropriations,School/After School,Physical Education in Schools,Enacted,H983,1,1/1/2009 0:00,
2011,MD,Maryland,Nutrition,Farm Direct Foods,Community,Maryland Livestock and Poultry Care Advisory Board,Dead,S254,3,,
2011,TN,Tennessee,Physical Activity,Bicycling,Community,Traffic Safety,Dead,H1061,3,,
2009,VT,Vermont,Nutrition,Incentives,Community,Soft Drinks Sales Tax,Dead,H149,3,,
2009,VT,Vermont,Obesity,Appropriations,Community,Capital Funds,Enacted,H445,1,1/1/2009 0:00,
2013,AK,Alaska,Nutrition,Access to Healthy Foods,Community,Relating to the Establishment and Operation of a State Food Resource Development Working Group,Introduced,HCR1,0,,
2009,NY,New York,Nutrition,Agriculture and Farming,Community,Partial Deduction Of Interest Income,Dead,S676,3,,
2009,MA,Massachusetts,Obesity,Food Restrictions,Community,School Nutrition,Dead,H2092,3,,
2010,MS,Mississippi,Nutrition,Medical Care,Community,Bicycles,Dead,H156,3,,
2011,NC,North Carolina,Physical Activity,Task Forces/Councils,Early Care and Education,Childhood Obesity Legislative Task Force,Dead,S242,3,,
2009,NY,New York,Obesity,Appropriations,Community,FRESH Communities Act,Dead,A7975,3,,
2009,NY,New York,Nutrition,Farm Direct Foods,Community,Agriculturally Significant Tourist Destinations,Dead,S1329,3,,
2011,NY,New York,Nutrition,Access to Healthy Foods,Community,Community Gardens in the State of New York As Parkland,Dead,A5282,3,,
2015,NY,New York,Physical Activity,Physical Education Requirements,Community,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,SB1668,0,,
2010,IA,Iowa,Physical Activity,Pedestrians/Walking,Community,Eluding A Law Enforcement Officer,Dead,SSB3107,3,,
2011,MD,Maryland,Physical Activity,Pedestrians/Walking,Community,County Board of Education,Dead,H462,3,,
2011,NE,Nebraska,Nutrition,Access to Healthy Foods,Restaurant/Retail,Appropriation Supplement,Dead,LA200,3,,
2009,NY,New York,Obesity,Appropriations,Community,Tax Credits for Employers,Dead,S4438,3,,
2009,NY,New York,Obesity,Sugar Sweetened Beverages,School/After School,New York State Healthy Kids Act,Dead,A8250,3,,
2003,ME,Maine,Nutrition,School Nutrition,Work Place,An Act to Study Obesity and Methods to Reduce the Cost of Health Care and Increase the Public Health<br>,Enacted,H363,1,1/1/2003 0:00,
2011,WA,Washington,Physical Activity,Public Transportation,Community,Rural Conservation Development Demonstration Projects,Dead,H1622,3,,
2011,NY,New York,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,State Fiscal Year 2011-2012 Funding,Enacted,S2810,1,1/1/2011 0:00,
2009,NY,New York,Nutrition,Farm Direct Foods,Community,Health and Mental Hygiene Budget,Enacted,A154,1,1/1/2009 0:00,
2013,NY,New York,Nutrition,Farm Direct Foods,School/After School,An Act to Amend the Agriculture and Markets Law,Introduced,SB2332,0,,
2009,NY,New York,Obesity,Appropriations,School/After School,Physical Education Improvement,Dead,S125,3,,
2011,MS,Mississippi,Obesity,Disparities/Equity,Community,Council on Combating Obesity,Dead,H924,3,,
2009,SC,South Carolina,Nutrition,Farm Direct Foods,School/After School,Nutrition Standards for Elementary Schools,Enacted,R3023,1,1/1/2009 0:00,
2010,IL,Illinois,Nutrition,Food Assistance Programs,School/After School,Commission to End Hunger Act,Enacted,S3158,1,1/1/2010 0:00,
2009,NM,New Mexico,Physical Activity,Public Transportation,Community,State Planning and Community Design Office,Dead,HJM76,3,,
2009,MA,Massachusetts,Nutrition,Medical Care,Community,Land Use,Dead,S765,3,,
2011,MD,Maryland,Nutrition,School Nutrition,Community,Transit Development Fund,Dead,H1349,3,,
2010,WV,West Virginia,Physical Activity,"Parks, Recreation and Trails",Community,State Trail Authority,Dead,H2461,3,,
2011,MD,Maryland,Nutrition,Farm Direct Foods,School/After School,Maryland Food and Nutrition Policy Council,Dead,H441,3,,
2011,RI,Rhode Island,Nutrition,Farm Direct Foods,Community,Ocean Special Area Management Plan,Enacted,R4409,1,1/1/2011 0:00,
2011,CA,California,Physical Activity,School Siting,Community,Community Development: Promise Neighborhoods Initiative,Dead,A1072,3,,
2009,MT,Montana,Obesity,Appropriations,Community,Federal Stimulus Funds,Enacted,H645,1,1/1/2009 0:00,
2010,IA,Iowa,Nutrition,Medical Care,Community,Natural Resources,Dead,SSB3198,3,,
2007,VT,Vermont,Physical Activity,Bicycling,Community,Affordable Housing,Enacted,H863,1,1/1/2007 0:00,
2011,IL,Illinois,Nutrition,School Nutrition,Community,Appropriations to Agencies,Enacted,H3717,1,1/1/2011 0:00,
2011,NY,New York,Obesity,Appropriations,Restaurant/Retail,Food Commodity in Package Form,Dead,S2608,3,,
2010,RI,Rhode Island,Nutrition,Food Assistance Programs,Work Place,Health Insurance,Dead,S2552,3,,
2011,NM,New Mexico,Obesity,Menu Labeling,Community,Public Money Expenditures and Appropriations,Enacted,S373,1,1/1/2011 0:00,
2009,LA,Louisiana,Nutrition,School Nutrition,School/After School,Beverages Offered,Enacted,H767,1,1/1/2009 0:00,
2010,OR,Oregon,Nutrition,Access to Healthy Foods,Community,Adult Foster Homes for Individuals,Enacted,R31713,1,1/1/2010 0:00,
2009,AL,Alabama,Nutrition,Farmers Markets,Community,State Branch Appropriations,Dead,S506,3,,
2012,NY,New York,Obesity,Initiatives and Programs,School/After School,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,Dead,A9394,3,1/1/2012 0:00,
2010,CA,California,Nutrition,Healthier Food Retail and Food Deserts,Early Care and Education,Child Day Care Facilities: Nutrition,Enacted,A2084,1,1/1/2010 0:00,
2011,OR,Oregon,Obesity,Disparities/Equity,School/After School,Healthy Lifestyles for Children,Dead,S4,3,,
2011,MS,Mississippi,Obesity,Appropriations,School/After School,Council on Combating Obesity,Dead,H924,3,,
2012,NY,New York,Nutrition,Access to Healthy Foods,Community,An Act in Relation to Combating Incidences of Adult and Childhood Obesity,Dead,S7114,3,1/1/2012 0:00,
2009,VT,Vermont,Physical Activity,Pedestrians/Walking,School/After School,Transportation Program,Enacted,H438,1,1/1/2009 0:00,
2009,KY,Kentucky,Physical Activity,Pedestrians/Walking,Community,Bicycle And Pedestrian Safety,Dead,H88,3,,
2011,NJ,New Jersey,Physical Activity,Public Safety,Community,Playground Safety Subcode,Enacted,R19567,1,1/1/2011 0:00,
2011,KY,Kentucky,Nutrition,Food Security,Community,Executive Branch Budget Bill Amendment,Dead,H305,3,,
2005,WA,Washington,Obesity,Appropriations,Community,Supplemental Transportation Appropriation,Enacted,S6241,1,1/1/2005 0:00,
2011,WV,West Virginia,Physical Activity,Appropriations,Community,Municipal Economic Opportunity Development Districts,Enacted,R5768,1,1/1/2011 0:00,
2011,HI,Hawaii,Nutrition,Agriculture and Farming,Community,Task Force for Loss of Agricultural Lands,Dead,HR172,3,,
2010,AL,Alabama,Nutrition,Farm Direct Foods,Community,Farmers Market,Enacted,HR439,1,1/1/2010 0:00,
2011,MS,Mississippi,Nutrition,Disparities/Equity,Community,Council on Combating Obesity,Dead,H924,3,,
2011,TX,Texas,Obesity,Disparities/Equity,School/After School,Public School Health and Fitness Program Recognition,Dead,S224,3,,
2009,OH,Ohio,Nutrition,Appropriations,Community,Livestock Care Requirements and Responsibilities,Enacted,H414,1,1/1/2009 0:00,
2011,CA,California,Physical Activity,Disparities/Equity,Community,Low-Income Housing Tax Credit Programs,Enacted,R20703,1,1/1/2011 0:00,
